,Product_Name,combined_features
314,Revolution Pro Refill Highlighter Pack - Sensational Lights,"Revolution Pro Refill Highlighter Pack - Sensational Lights Bring warmth and dimension to medium and dark skin tones with Revolution Pro Refill in Burning Lights. A trio of champagne, bronze and warm rose gold shades, these silky shimmer highlights are ideal for use with Revolution Pro Empty Magnetic Palettes.Features : Long wearing highlighter trio for that luminous glowlightweight, finely filled formula blends beautifullyFeatures a champagne, bronze & warm rose gold shadeIdeal for medium to deeper skin tonesAbout the Brand : Introducing the Professional Makeup Range from the creators of Revolution Beauty.Aimed for professional makeup artists and beauty lovers worldwide, the new Pro range from Makeup Revolution London offers comprehensive range of Professional Makeup Products, Palettes, Eyebrow Pomade, Makeup Brushes, Lipsticks, along with face makeup products at affordable prices.While majority of the products are Vegan, these products are 100% cruelty free and free from animal testing.Explore the entire range of Highlighters available on Nykaa. Shop more Revolution Pro products here.You can browse through the complete world of Revolution Pro Highlighters .Alternatively, you can also find many more products from the Revolution Pro Refill Highlighter Pack range.MRP: 950 Country of Origin: ChinaName of Mfg / Importer / Brand: Revolution BeautyAddress of Mfg / Importer / Brand: Revolution Beauty,Unit 4-5, Sheet Glass Road, Cullet Drive, Queenborough, Kent, ME11 5JS,info@kanvargroup.com,911143801376"
315,L'Occitane Immortelle Divine Cream,"L'Occitane Immortelle Divine Cream L'Occitane best-selling face cream effectively targets visible signs of aging by harnessing the anti-aging properties of immortelle flowers. Luxurious yet miraculously lightweight, the velvety texture melts superbly into your skin to instantly nourish and soften it. Discover a complexion that looks brighter and more even toned. Over time, wrinkles appear visibly reduced. As you use the daily cream, it will also help your skin to feel firmer and more elastic. Ideal for: - Wrinkles - Firmness - Radiance and evenness L'Occitane's Commitments: - 40 years of expertise in natural origin ingredients - Sustainably-sourced Immortelle - Printed on paper obtained from sustainable forestsAbout the Range: Capture the light of the majestic Corsican sun with L'Occitane's Immortelle Divine collection. All their products use the astonishing anti-aging qualities of the Immortelle, well-known for its golden flowers which never fade. This range of award-winning products fight the visible signs of aging providing instant replenishment and softness. Just like the Immortelle, ensure a everlasting youthful complexion.Explore the entire range of Face Moisturizer & Day Cream available on Nykaa. Shop more L'Occitane products here.You can browse through the complete world of L'Occitane Face Moisturizer & Day Cream .Alternatively, you can also find many more products from the L'Occitane Immortelle Divine Cream range.MRP: 5800 Country of Origin: FranceName of Mfg / Importer / Brand: L'Occitane India Pvt LtdAddress of Mfg / Importer / Brand: L'Occitane India Pvt Ltd 603, DLF South Court Building, Saket, New Delhi-110017"
316,Ancient Living Tea Tree Face Wash,"Ancient Living Tea Tree Face Wash Ancient Living Tea Tree face wash is an antibacterial face wash especially suited for oily and acne prone skin types. Tea Tree is renowned for its strong antibacterial qualities. The healing action of Tea Tree oil eliminates blackheads and whiteheads, prevents scarring. Regular use ensures clear and blemishes free skin. Tea tree oil is antiviral and is used to treat minor cuts and scrapes. Aloe vera known as Kumari in Ayurveda is useful for tissue regeneration and soothes any inflammations. Almond oil nourishes and conditions the skin. Natural almonds are a rich source of Vit E and Vit D which deeply nourish and protect the skin. Vitamin E keeps skin youthful and maintains skin elasticity by fighting free radicals. Features: Recommended for acne prone skin type Enriched with Tea tree & Almond oil Reduces dark spots, scars and blemishes Maintains skin's elasticity Free of Paraben, Sulfate and artificial additivesAdditional Information: Drawing inspiration from Mother Nature, Srinivasa Industrial & Agro Products (P) Ltd under the brand name 'Ancient Living' manufactures pure natural health care, hair care and skin care products based on Aromatherapy and Ayurveda. An energetic and fresh-thinking brand eager to inspire a naturally healthier way of living through their natural products, Ancient Living brings you ancient wisdom in its Organic Personal care products, Native games, Artisan products and Weaves. With the authenticity of Ayurveda and Aromatherapy wisdom at the brand's core, they care deeply about the wellbeing of all their customers, connecting conscience in everything they do.Alternatively, you can also find many more products from the Ancient Living Tea Tree Face Wash range.MRP: 199 Country of Origin: IndiaName of Mfg / Importer / Brand: Ancient Living Product Pvt LtdAddress of Mfg / Importer / Brand: Building no:1, plot:66A, phase:IV, IDA Jeedimetla Hyderabad 500055"
317,Issey Miyake Nuit D'Issey Parfum,"Issey Miyake Nuit D'Issey Parfum You can explore various offers on black friday on Nykaa from 26th - 30th Nov 2020 in the Pink Friday Sale 2020. Get additional 10% off on HDFC Bank Card. Use Coupon: NYKHDFC10. Offer valid only on the Nykaa app.Explore the entire range of Perfumes (EDT & EDP) available on Nykaa. Shop more Issey Miyake products here.You can browse through the complete world of Issey Miyake Perfumes (EDT & EDP) .Alternatively, you can also find many more products from the Issey Miyake Nuit D'Issey Parfum range.MRP: 6100 Country of Origin: FranceName of Mfg / Importer / Brand: Imported By BACCAROSE PERFUMES & BEAUTY PRODUCTS PVT. LTDAddress of Mfg / Importer / Brand: BACCAROSE Perfumes & Beauty Products Ltd, 6th Floor, 66, Maker Chamber VI, Nariman Point, Mumbai- 400021"
318,Nykaa Naturals Carrot Seed Facial Oil - Pure Cold Pressed,"Nykaa Naturals Carrot Seed Facial Oil - Pure Cold Pressed Nykaa Naturals Carrier Oils are a range of pure cold pressed oils from around the world that offer numerous benefits for skin, hair, and nails. Suitable for every skin type and concern, the range has been carefully curated for you to find an oil that is just right for you.ARGANVitamin E | Non-greasy & Lightweight Perfect Serum Best Suited For: Oily, Sensitive, Acne Prone, Normal,Mature,Blemished Skin MarulaAnti-acne | Natural Primer Best Suited For: Mature, Dry, Dull, Sensitive, Blemished SkinAvocadoHair Growth | Perfect Makeup Remover Moisterises Skin Best Suited For: Dry, Sensitive, Acne-prone Skin RosehipRemoves Wrinkles | Lighten Dark Spots Nourish Dry Scalp Best Suited For: Dry, Sensitive, Mature SkinPomegranate SeedRepairs Hair | Heals Acne, Scars, Rosacea Hydrating Serum Best Suited For: Dry, Mature, Burnt, Irritated Skin Sea buckthornCures Dark Sunspots, Dry Skin & Brittle Nails | Acne Treatment Serum Best Suited For: All Skin TypesApricot KernelReduce Under-Eye Wrinkles Improves Skin Tone | Soft & Shiny Hair Best Suited For: Dry, Sensitive, Mature, Normal Skin MoringaHydrates Dry Skin Cleanse & Detoxifies Scalp Best Suited For: Oily, Acne Prone, Mature, Normal SkinJojobaEases Sunburn & Redness | Shiny Hair Best Suited For: Mature, Acne Prone,Sensitive, Normal Skin Carrot SeedNatural Sunblock | Anti-pollution Best Suited For: Mature, Acne Prone, Irritated,Normal Skin Also, enjoy great discounts across all beauty products on all your favorite brands. Hurry!You can explore various offers on black friday on Nykaa from 26th - 30th Nov 2020 in the Pink Friday Sale 2020. Get additional 10% off on HDFC Bank Card. Use Coupon: NYKHDFC10. Offer valid only on the Nykaa app.Explore the entire range of Face Oils available on Nykaa. Shop more Nykaa Naturals products here.You can browse through the complete world of Nykaa Naturals Face Oils .Alternatively, you can also find many more products from the Nykaa Naturals Facial Oil - Pure Cold Pressed range.MRP: 650 Country of Origin: IndiaName of Mfg / Importer / Brand: FSN E-CommerceAddress of Mfg / Importer / Brand: FSN E-Commerce, Mumbai"
319,VLCC Ayush Men Moisturiser,"VLCC Ayush Men Moisturiser VLCC ayushMEN Range Dull, dark, patchy and dehydrated skin- the outcomes of stress, age and environmental damage is not only a women's concern today. Men too need specially formulated skin care products to keep skin woes away. In view of this recent paradigm shift in skin care regime for men which has become essential in today's day and age, VLCC presents AyushMEN range especially developed for men's skin. It includes range of Face Care products that target specific skin needs of men. Infused with naturally derived potent actives, these products when used regularly over time, help resolve all skin related worries of men! Why men need different and specialized skin care products? Thicker skin In general men have 25% thicker skin than women's skin and hence, need powerful ingredients that the skin absorbs well and leaves the skin clean, healthy and energized. Collagen Men also have higher levels of collagen in their skin than women do. Hence, men do not need as much collagen boosting as much women do! Collagen is known for slowing down aging process and reduces wrinkles but this does not mean that men do not need specialized skin care products. They also need as much as women do but ones that are specially formulated for them! Sebum Men's skin secretes much more oil called sebum than what women's skin does! As a result, a man's skin is more prone to blackheads, breakouts and acne. The skin also remains oily all the time, needing products that could battle sebum and maintain healthy, hydrated skin! Facial hair One of the major and common differences between men's and women's skin is the presence of facial hair. These facial hairs too have their positive and negative impacts. While they exfoliate the skin and keep it wrinkle free it can also lead to clogged pores and ingrown hairs. VLCC ayush MEN Moisturiser With Neem, Liquorice & Tulsi Extract and non-greasy formula, it provides all-day moisture plus skin brightening effect.Our unique non-greasy formula enriched with Ayurvedic herbs provides long lasting moisturization and resists harmful environmental conditions leaving your skin feeling nourished, revitalized and naturally fair. KEY INGREDIENTS & BENEFITSNeem: Its anti-bacterial properties works wonders for the skin as it prevents and cures skin infections, acne, excessive oil secretion and pigmentation.Liquorice Extract: Liquorice helps battle skin damaging free radicals. It also helps regulate skin oil protection making it an extremely efficient anti-acne ingredient.Tulsi Extract: Tulsi or the holy basil acts as a natural cleanser, gets rid of dead skin cells on the face and helps reduce blemishes as well. How to Use?Apply gently on cleansed and toned skin with upward and outward strokes. You can explore various offers on black friday on Nykaa from 26th - 30th Nov 2020 in the Pink Friday Sale 2020. Get additional 10% off on HDFC Bank Card. Use Coupon: NYKHDFC10. Offer valid only on the Nykaa app.Explore the entire range of Face Moisturizer & Day Cream available on Nykaa. Shop more VLCC products here.You can browse through the complete world of VLCC Face Moisturizer & Day Cream .Alternatively, you can also find many more products from the VLCC Ayush Men Moisturiser range.MRP: 275 Country of Origin: IndiaName of Mfg / Importer / Brand: VLCC Personal Care Ltd.Address of Mfg / Importer / Brand: Plot No. 11 & 12, Sec. 6A,Sidcul, IIE Haridwar 249403, Uttarakhand, India"
320,Bobbi Brown Perfectly Defined Long-Wear Brow Pencil - Espresso,"Bobbi Brown Perfectly Defined Long-Wear Brow Pencil - Espresso What it is: A long-wearing brow pencil with a slanted, chiseled tip that lets you softly fill in brows with the flat edge or boldly define them with the pointed tip. Plus, the attached spoolie diffuses color and combs hairs into place for a naturally polished look. Waterproof and sweat resistant.Country of Origin : Belgium / Canada / France / Germany / Italy / Japan / South Korea / Switzerland / United Kingdom / United StatesExplore the entire range of Eye Brow Enhancers available on Nykaa. Shop more Bobbi Brown products here.You can browse through the complete world of Bobbi Brown Eye Brow Enhancers .Alternatively, you can also find many more products from the Bobbi Brown Perfectly Defined Long-Wear Brow Pencil range.MRP: 4400 Name of Mfg / Importer / Brand: Estee lauder CompaniesAddress of Mfg / Importer / Brand: the Estee Lauder Companies INC,767,fifth Avenue,NY,10153,United States of America"
321,Lotus Make-Up Ecostay Radiant Gel Foundation - Vanilla,"Lotus Make-Up Ecostay Radiant Gel Foundation - Vanilla Get long lasting dewy and glowing skin using the Lotus Ecostay Radiant Gel Foundation. It is enriched with moisturising and purifying properties of Frangipani extracts and anti-ageing benefits of vitamin E.This new-age gel formula based foundation blends easily for a spotless, natural coverage and masks uneven skin and imperfections without looking cakey or greasy giving way to flawless natural looking skin.It is suitable for all skin types and ensures no breakouts. Features: Medium coverage gel based foundation Offers flawless, seamless coverage Provides extreme hydration to the skin Imparts a radiant finish Comes with SPF 20 Shelf Life: 36 months from the date of manufacturing. About the Brand: Lotus Herbals is India's leading natural skincare and cosmetics company, known for their wide range of Ayurvedic and Herbal skin care, hair care and cosmetic products. Combining ancient wisdom from the Vedas with the latest technology, all their products are made from top quality, scientifically developed, herbal ingredients and are free from chemicals and animal-testing. You can explore various offers on black friday on Nykaa from 26th - 30th Nov 2020 in the Pink Friday Sale 2020. Get additional 10% off on HDFC Bank Card. Use Coupon: NYKHDFC10. Offer valid only on the Nykaa app.Explore the entire range of Foundation available on Nykaa. Shop more Lotus Make Up products here.You can browse through the complete world of Lotus Make Up Foundation .Alternatively, you can also find many more products from the Lotus Make-Up Ecostay Radiant Gel Foundation range.MRP: 695 Country of Origin: IndiaName of Mfg / Importer / Brand: Lotus Herbals Color CosmeticsAddress of Mfg / Importer / Brand: 80-B & 80-C, Jharmajri, Baddi, Disst Solan - 173205 (HP)"
322,Lime Crime Wet Cherry Lip Gloss - Cherry Candy,"Lime Crime Wet Cherry Lip Gloss - Cherry Candy Get the dripping wet reflection of a maraschino cherry in a gloss. Its next-level shine feels lightweight and comfortable on your lips. Sparkly sheer finish is packed with iridescent pearls that light up lips. Translucent pigments let your lips natural beauty shine through. Cute chubby tube with over-sized doe-foot applicator lets you load on shineWhat it does: Smooths on an ultra-glossy sheen that feels delightfully comfortable on your lips.What it won't do: Bleed, crease or feel tacky. What else you need to know : Certified vegan and cruelty-free brand by both PETA and Leaping Bunny, Lime Crime makeup and all of its ingredients are never tested on animals. About the Brand: Lime Crime's mission is to revolutionise the world of makeup so you can have kick-ass products that look as individual as your mood. Known for their long-wearing lip pigments and exquisite eye and cheek enhancers, Lime Crime makeup comes in an amazing range of vibrant, kick-ass colours and textures in adorable packaging. Lime Crime is passionate about being 100% cruelty free. All Lime Crime cosmetics are PETA verified vegan and Leaping Bunny certified cruelty-free. Explore the entire range of Lip Gloss available on Nykaa. Shop more Lime Crime products here.You can browse through the complete world of Lime Crime Lip Gloss .Alternatively, you can also find many more products from the Lime Crime Wet Cherry Lip Gloss range.MRP: 1700 Expiry Date: 15 February 2022Country of Origin: United States of America (the)Name of Mfg / Importer / Brand: Lime CrimeAddress of Mfg / Importer / Brand: Lime Crime Makeup, 20501 Ventura Blvd. Ste. 220, Woodland Hills, CA 91396"
323,TS Matte Collection Nail Enamel - Netflix And Chill,"TS Matte Collection Nail Enamel - Netflix And Chill TS Nail Enamel Matte Collection has shades that range from classics, pop, party, office to everyday wear. The easy-to-glide formula sets to a beautiful matte finish. TS Matte nail colours can be used alone or teamed up with other TS Nail Enamel ranges, mix and match matte and glossy shades to cusotmize your own look. What's so special besides being an epic matte finish? The bottles are frosted matte finish and the shades are named with quirky millennial lingo that make this collection different from the existing ones.Features:Long wear nail polishes with a matte finishRich and concentrated pigmentationQuick-drying formula Longer shelf lifeAbout the Brand: TS offers trendy makeup products, grooming tools and accessories with a distinct character that openly glorifies vanity. The brand provides the most effective & efficient beauty products for women that fuel a desire for making everyday glamorous and beautiful.Explore the entire range of Nail Polish available on Nykaa. Shop more TS products here.You can browse through the complete world of TS Nail Polish .Alternatively, you can also find many more products from the TS Matte Collection Nail Enamel range.MRP: 110 Country of Origin: IndiaName of Mfg / Importer / Brand: FiabilaAddress of Mfg / Importer / Brand: Mumbai - Maharashtra"
324,Biotique Bio Morning Nectar Visibly Flawless Face Pack,"Biotique Bio Morning Nectar Visibly Flawless Face Pack Biotique Bio Morning Nectar Visibly Flawless Face Pack is a whitening and nourishing pack blended with pure extracts of nimba, haridra, arhar, masoor, mandakpuri, panchang, pattanga and multani mitti that revitalise the skin. It clears away dark spots, pigmentation, fine lines and helps the lighten skin for a visibly smoother, and rejuvenated complexion.Key Features:Organically pure and preservative free With 100% natural botanicals Dermatologist tested for safety All in eco-friendly and recyclable packagingKey Ingredient:Nectar Is the sweet fluid, the honey that flowering plants produce each day, used to sustain health, vitality and ageless beauty. Its nourishing and moisturizing properties help heal skin and promote healthy cell renewal.About the Brand: Using time-tested Ayurvedic therapies blended with contemporary science and beauty treatment requirements, Biotique brand brings to you highly effective skin and hair care products that treat and preserve health, beauty and well-being as never before. The brand personifies the ultimate in authentic Indian traditional medicine, advanced by cutting edge Swiss biotechnologyâ€”a beauty legacy built on product purity, sustainability, universality, pioneering research, development and manufacturing for over 25 years. Biotique products are formulated using 100% natural botanicals, potent plants and organic ingredients and are cruelty-free and free from chemicals and preservatives. You can explore various offers on black friday on Nykaa from 26th - 30th Nov 2020 in the Pink Friday Sale 2020. Get additional 10% off on HDFC Bank Card. Use Coupon: NYKHDFC10. Offer valid only on the Nykaa app.Explore the entire range of Masks & Peels available on Nykaa. Shop more Biotique products here.You can browse through the complete world of Biotique Masks & Peels .Alternatively, you can also find many more products from the Biotique Bio Morning Nectar Visibly Flawless Face Pack range.MRP: 75 Country of Origin: IndiaName of Mfg / Importer / Brand: Bioveda Action Research CompanyAddress of Mfg / Importer / Brand: Bioveda Action Research Company, Khasra no 439/42, 441/43, 526/442/43, Mauja Rampur Ghat, Tehsil Paonta Sahib, Dist-Sirmour, Pin 173025 HP"
325,SSCPL Herbals Conditioner For Dry And Damaged Hair,"SSCPL Herbals Conditioner For Dry And Damaged Hair Ever increasing pollution, harsh chemicals and hard water conditions result in extremely dry and damaged hair. SSCPL Herbals Conditioner for dry and damaged hair will deliver the special treatment this kind of hair requires, by protecting it against harmful exposure and repairing damage to give you enhanced hair health and texture. This is a gentle paraben free hair care conditioner that helps tame of frizz, reduce split ends to give you manageable, soft and silky hair full of shine and luster.Features: Pearly white conditioner in liquid form with rich lather and aroma and botanical extracts Helps restore scalp health and fight against all types of hair and scalp problems Imparts volume and luster to hair Leaves your hair hydrated, shiny, soft and silky Suitable for dry and damaged hair Made from highest quality organic and herbal ingredients Free of animal by-products, harmful parabens, petrochemicals, petroleum and sulphates As this is herbal product, slight tingling sensation may occur for certain skin type The product color may change with time due to presence of herbal active ingredients Kindly do not expose to direct sunlight and keep in cool and dry placeAbout the Brand: SSCPL Herbal India began its journey in 2002, with a clear understanding of the need to provide an all inclusive range of herbal products essential to look after the health, hygiene and beauty of every individual. The carefully formulated products are a combination of a precise study of the properties of various natural herbs and their beneficial effects. When given in apt proportions the brand addresses almost any and every type of skin concerns. All of the products are made from 100% vegetarian and certified organic ingredients.Alternatively, you can also find many more products from the SSCPL Herbals Conditioner For Dry And Damaged Hair range.MRP: 580 Country of Origin: IndiaName of Mfg / Importer / Brand: Sai Samartha Cosmetics Pvt LtdAddress of Mfg / Importer / Brand: Plot No 54, Sector 1 The Vasai Taluka Industrial Cooperative Estate Gauraipada, Vasai East District Palghar - 401208 Maharashtra, INDIA"
326,Kay Beauty Nail Nourish Nail Enamel Polish - Wine Berry 30,"Kay Beauty Nail Nourish Nail Enamel Polish - Wine Berry 30 Kay Beauty Nail Nourish Nail Lacquer is a unique nail enamel that not just coats your nails in a luxurious, lustrous shine but the treatment-nourished formula also helps keep your nails happy and hydrated. The super hydrating Lemon peel water, rich in Calcium and Vitamin C prevents the nails from chipping and yellowing, while the miraculous Avocado oil, rich in antioxidants and Vitamin E improves the overall condition of your nails. The super enriching formulation dries within minutes and gives you the best gel like finish in just 2 coats! It comes in 36 shades of fresh pastels, raw nudes and vibrant hues, so you have different shades to express how you feel. Reason to love?Formulated In Europe Rich Gel Effect & Glossy Finish In 2 Coats Infused With Avocado Oil & Lemon Peel Water For Nail Nourishment Quick Air Drying Patented 2-Fold Plasticizer To Prevent Chipping 4-Free Formula Explore the entire range of Nail Polish available on Nykaa. Shop more Kay Beauty products here.You can browse through the complete world of Kay Beauty Nail Polish .Alternatively, you can also find many more products from the Kay Beauty Nail Nourish Nail Enamel Polish range.MRP: 225 Expiry Date: 15 February 2022Country of Origin: IndiaName of Mfg / Importer / Brand: NYKAA-KK BEAUTY PRIVATE LTDAddress of Mfg / Importer / Brand: NYKAA-KK BEAUTY PRIVATE LTD, Mumbai"
327,MAKE UP FOR EVER Star Lit Glitter - S107 HOLOGRAPHIC SILVER,"MAKE UP FOR EVER Star Lit Glitter - S107 HOLOGRAPHIC SILVER A fine, delicate glitter with multiple effects that captures the light and illuminates your makeup look. MAKE UP FOR EVER Star Lit Glitters can be applied directly to the face and body or combined with other textures to improve adherence and optimise shine.Explore the entire range of Highlighters available on Nykaa. Shop more MAKE UP FOR EVER products here.You can browse through the complete world of MAKE UP FOR EVER Highlighters .Alternatively, you can also find many more products from the MAKE UP FOR EVER Star Lit Glitter range.MRP: 1850 Country of Origin: FranceName of Mfg / Importer / Brand: M/s. STRAND COSMETICS EUROPEAddress of Mfg / Importer / Brand: M/s. STRAND COSMETICS EUROPE 124 Route du Charpenay 69210 Lentilly-France"
328,Kama Ayurveda Lavender Patchouli Hair Conditioner,"Kama Ayurveda Lavender Patchouli Hair Conditioner A luxurious conditioner that revitalizes and retexturises dry and damaged hair. Kama Ayurveda Lavender Patchouli Hair Conditioner is a rich formula that transforms dry, brittle hair by sealing in a rich blend of lipids and essential ingredients to continually nourish and hydrate the hair. This conditioner is infused with almond, Indian gooseberry and soy extracts that not only help maintain moisture, but also protect from daily stresses and further damage. Soothing lavender essential oil calms the scalp to heal irritation and infections. Refreshing patchouli essential oil acts as a natural antibacterial, antiseptic and anti-inflammatory active to repair scalp damage. This herbal blend gives beautiful, shiny and healthy hair with every wash.What it is: Rich, milky and deep moisturizing conditioner that leaves hair silky, detangled and scented with earthy, floral notesBenefits:- 88.2% Natural- Tames frizz and flyaways- Relieves hair breakage and loss - Promotes scalp health and hair growth- Smoothes and detanglesTo find out more about Kama Ayurveda's Hair Care Range and find your perfect routine, browse through Kama Ayurveda Hair HeroesExplore the entire range of Conditioner available on Nykaa. Shop more Kama Ayurveda products here.You can browse through the complete world of Kama Ayurveda Conditioner .Alternatively, you can also find many more products from the Kama Ayurveda Lavender Patchouli Hair Conditioner range.MRP: 725 Country of Origin: IndiaName of Mfg / Importer / Brand: Kama Ayurveda Pvt LtdAddress of Mfg / Importer / Brand: 10, Birbal Rd, Pant Nagar, Jangpura, New Delhi, Delhi 110014"
329,TS Color Police Nail Enamel - Glittery Pleasure,"TS Color Police Nail Enamel - Glittery Pleasure TS Color Police range of nail lacquers is indeed a badge of glamor, authenticity, popularity, playfulness and cool. These long wear nail paints in vivid colours and different formulations give you luxurious looking nails perfect for daily and occasional wear. Find the perfect shade and formula to suit every occasion with TS Color Police Nail Enamels!Features:Long wear nail polishes that offer vibrant, even colourRich and concentrated pigmentationQuick-drying formula Longer shelf lifeAbout the Brand: TS offers trendy makeup products, grooming tools and accessories with a distinct character that openly glorifies vanity. The brand provides the most effective & efficient beauty products for women that fuel a desire for making everyday glamorous and beautiful.Explore the entire range of Nail Polish available on Nykaa. Shop more TS products here.You can browse through the complete world of TS Nail Polish .Alternatively, you can also find many more products from the TS Color Police Nail Enamel range.MRP: 85 Country of Origin: IndiaName of Mfg / Importer / Brand: Fiabilla IndIa Pvt LtdAddress of Mfg / Importer / Brand: MIDC Taloja-410208"
330,Moi By Nykaa Epice Eau de Perfume,"Moi By Nykaa Epice Eau de Perfume Moi by Nykaa is a collection of fragrances that takes its name from the French word â€˜moiâ€™ translating to â€˜meâ€™. The collection is crafted as a fragrance wardrobe, to offer you a scent for every mood. Bisousâ€œScent of the first kissâ€To remember the moments of sweet kisses, â€˜Bisousâ€™ is a playful blend of the spicy floral Bergamot with the classic Rose and Magnolia. This floral and citrus blend is the perfect way to start a feel-good day. Matinâ€œSweet morning scentâ€â€˜Matinâ€™Â or morning, in French is a fragrance that will brighten your day as it reveals its fresh and crisp notes of Magnolia and Rose. With a hint of Bergamot to excite and a woody tapering of Musk to soften, itâ€™s the right accessory to have any day, everyday. Amourâ€œSpark a love affair with yourselfâ€The fragrance named after love, â€˜Amourâ€™, is to celebrate those moments when love blossoms. This floral bouquet hits you with crisp light notes of Jasmine and Lily of the valley that then settles into the warm woody embrace of Patchouli and Musk. This is ideal for the days when you want to spread love wherever you go. Epiceâ€œLive life with a little bit of spiceâ€To bring a little spice into your life â€˜Epiceâ€™ brings to life the pungent sweet aromas of Pink Peppercorn blended softly with fruity notes of Blackberry and Raspberry. With notes of Patchouli and Musk, the fragrance offers the perfect way to spice things up for the day, or night. Raison D'Etreâ€œFor days to conquer the worldâ€Raison d'etre, the French phrase translating to 'reason for being' inspires a subtle, yet elegant fragrance to give you an air of calm domination. Here, a well-crafted potion of sensual Rose and Vanilla is tapered with Musk and Vetiver for a powerfully feminine feel. Joie De Vivreâ€œTo cherish the little things in lifeâ€Joie de vivre is the French phrase that means 'joy of life'. This summer fragrance brings together the complexity of citrus with aromatic and fruity-woody notes making it super sensual even when worn on a hot summer day. Perfect for days to watch the world go by. Explore the entire range of Perfumes (EDT & EDP) available on Nykaa. Shop more Nykaa Cosmetics products here.You can browse through the complete world of Nykaa Cosmetics Perfumes (EDT & EDP) .Alternatively, you can also find many more products from the Moi By Nykaa Eau de Perfume range.MRP: 1800 Country of Origin: IndiaName of Mfg / Importer / Brand: FSN E-CommerceAddress of Mfg / Importer / Brand: FSN E-Commerce, Mumbai"
331,Himalaya Herbals Dryness Defense Protein Shampoo,"Himalaya Herbals Dryness Defense Protein Shampoo Himalaya Dryness Defense Protein Shampoo is power-packed with ACTIVE NOURISHMENT TECHNOLOGY, enriched with natural protein which provides necessary nourishment to keep hair soft, shiny and manageable. Nourishes dry and damaged hair Conditions hair from root to tip Provides manageability to tangled hair Suitable for all hair types Key Ingredients : Aloe Vera rich in nutrients, prevents hair from drying Sesame Oil an effective emollient, provides deep moisture to scalp and hair, from root to tip. Chickpea a rich source of natural protein, helps nourish hair.Additional Information : A brand synonymous with safe and efficacious herbal products, Himalaya Herbals was founded in 1930 by Mr. M. Manal with a clear vision to bring Ayurveda to society in a contemporary form and to unravel the mystery behind the 5,000 year old system of medicine. Himalaya has pioneered the use of modern science to rediscover and validate ayurveda's secrets. ISO 9001:2000Cutting edge technology is employed to create pharmaceutical-grade ayurvedic products. The company has focused on developing safe, natural and innovative remedies that will help people lead richer, healthier lives.Explore a wide range of Herbal Shampoo here.Explore the entire range of Shampoo available on Nykaa. Shop more Himalaya products here.You can browse through the complete world of Himalaya Shampoo .Alternatively, you can also find many more products from the Himalaya Herbals Dryness Defense Protein Shampoo range.MRP: 130 Country of Origin: IndiaName of Mfg / Importer / Brand: The Himalaya Drug CompanyAddress of Mfg / Importer / Brand: The Himalaya Drug Company, Makali, Bengaluru 562162 Phone: 1-800-208-1930"
332,Raaga Professional PRO Botanix Repair & Nourish Shampoo-200ml,"Raaga Professional PRO Botanix Repair & Nourish Shampoo-200ml Raaga's ProBotanix range of hair care products come with exquisite choice of botanical extracts to give you beautiful looking hair. The Repair & Nourish Shampoo has Wheat Protein extracts that repairs and nourishes dry and damaged hair with its moisture retention and film forming properties. Experience gorgeous looking, vibrant and smooth hair with the ProBotanix Repair & Nourish Shampoo!Moisturizes hair and deeply nourishes themEnriched with Wheat Protein ExtractsIdeal for dull, damaged and chemically treated hairGives bouncy, fuller and lustrous hairAdditional Information: Raaga Professional's exclusive range of skin, hair care and hair spa products are highly recommended by beauticians and hair dressers across in India. All their salon products are manufactured with natural ingredients and innovative technology to provide their consumers unique, long-lasting experience.Explore the entire range of Shampoo available on Nykaa. Shop more Raaga Professional products here.You can browse through the complete world of Raaga Professional Shampoo .Alternatively, you can also find many more products from the Raaga Professional PRO Botanix Repair & Nourish Shampoo range.MRP: 350 Country of Origin: IndiaName of Mfg / Importer / Brand: Cavinkare Pvt. Ltd.Address of Mfg / Importer / Brand: Cavinkare Private Limited, 12 Cenotaph Road, Chennai - 600018"
333,Forest Essentials Soundarya Ultra Rich Body Milk With 24 Karat Gold & SPF 25,"Forest Essentials Soundarya Ultra Rich Body Milk With 24 Karat Gold & SPF 25 Forest Essentials Ultra Rich Body Lotion Soundarya with Natural SPF is enriched with burnt cane sugar, a natural humectant which attracts and seals moisture into the skin. The product is made with precious ingredients, including the path breaking soundarya serum. Its 24 karat gold ash has the property of penetrating to the deepest layers of the skin, thereby providing radiance and increased elasticity.Benefits:- Makes the skin soft, nourished and supple- Provides natural hydration and makes the skin smooth- Gives lustre to the skin and protects skin from UVA/UVB raysExplore the entire range of Lotions & Creams available on Nykaa. Shop more Forest Essentials products here.You can browse through the complete world of Forest Essentials Lotions & Creams .Alternatively, you can also find many more products from the Forest Essentials Soundarya Ultra Rich Body Lotion With 24K Gold & SPF25 range.MRP: 1995 Name of Mfg / Importer / Brand: Mountain Valley Springs (I) Pvt. LtdAddress of Mfg / Importer / Brand: E - 46 & 47Bhadrabad Industrial Area, Bhadrabad Distt - Hardwar (Uttarakhand) PIN 249402, India"
